component alpha *(PsbE),TraesCS5A02G523400
component alpha *(PsbE),TraesCS5D02G220600
component alpha *(PsbE),TraesCS5D02G564200
component alpha *(PsbE),TraesCS6A02G020700
component alpha *(PsbE),TraesCS6A02G020800
component alpha *(PsbE),TraesCS6B02G232900
component alpha *(PsbE),TraesCS6B02G233100
component alpha *(PsbE),TraesCS6D02G325800
component alpha *(PsbE),TraesCS6D02G374500
component alpha *(PsbE),TraesCS7A02G098400
component alpha *(PsbE),TraesCS7A02G099600
component alpha *(PsbE),TraesCS7A02G388000
component alpha *(PsbE),TraesCS7B02G120000
component alpha *(PsbE),TraesCS7B02G456700
component alpha *(PsbE),TraesCS7B02G458600
component alpha *(PsbE),TraesCS7B02G487200
component alpha *(PsbE),TraesCS7D02G286100
component alpha *(PsbE),TraesCS7D02G301700
component beta *(PsbF),TraesCS5A02G523300
component beta *(PsbF),TraesCS5D02G220700
component beta *(PsbF),TraesCS6D02G137500
component beta *(PsbF),TraesCS6D02G325700
regulatory protein *(FLAP1),TraesCS7A02G315700
regulatory protein *(FLAP1),TraesCS7A02G501700
regulatory protein *(FLAP1),TraesCS7B02G216700
regulatory protein *(FLAP1),TraesCS7B02G409100
regulatory protein *(FLAP1),TraesCS7D02G312700
regulatory protein *(FLAP1),TraesCS7D02G312800
regulatory protein *(FLAP1),TraesCS7D02G489100
regulatory protein *(DLDG1),TraesCS7A02G286400
regulatory protein *(DLDG1),TraesCS7B02G196800
regulatory protein *(DLDG1),TraesCS7D02G283700
regulatory protein *(NPQ7),TraesCS5A02G174900
regulatory protein *(NPQ7),TraesCS5B02G174100
regulatory protein *(NPQ7),TraesCS5D02G181100
regulatory protein *(ROQH1),TraesCS6B02G093300
subunit alpha,TraesCS5A02G366800
subunit alpha,TraesCS5B02G368900
subunit alpha,TraesCS5B02G563900
subunit alpha,TraesCS5D02G376000
subunit alpha,TraesCS5D02G550700
subunit beta,TraesCS6A02G006400
subunit beta,TraesCS6A02G028100
subunit beta,TraesCS6B02G011800
subunit beta,TraesCS6B02G012000
subunit beta,TraesCS6B02G039300
subunit beta,TraesCS6D02G009100
subunit beta,TraesCS6D02G031400
subunit beta,TraesCS7A02G036200
subunit beta,TraesCS7D02G032800
7),TraesCS5A02G173600
7),TraesCS5B02G171000
7),TraesCS5D02G178100
7),TraesCS6A02G280600
7),TraesCS6B02G308900
7),TraesCS6D02G260800
component *(UPS2),TraesCS5A02G263400
component *(UPS2),TraesCS5B02G262700
component *(UPS2),TraesCS5D02G271000
component *(UPS2),TraesCS6A02G281500
component *(UPS2),TraesCS6B02G310300
component *(UPS2),TraesCS6D02G262200
component *(Mdm35),TraesCS5A02G194000
component *(Mdm35),TraesCS5B02G189300
component *(Mdm35),TraesCS5D02G196400
component *(Mic10),TraesCS5B02G525500
component *(Mic10),TraesCS5D02G524700
P4-type ATPase component *(ALA),TraesCS7A02G231600
P4-type ATPase component *(ALA),TraesCS7A02G360700
